name	x	y	z	size	hemisphere	seizure_zone	Destrieux_label	Destrieux_label_text
RX1	0.399195473853084	41.1495081162692	16.2315871883406	NaN	R	n/a	11106	lh_G&S_cingul-Ant
RX2	3.83979786362242	41.3680035148391	15.6385336838068	NaN	R	n/a	12106	rh_G&S_cingul-Ant
RX3	7.27827446001486	41.5951462638606	15.0553028772316	NaN	R	n/a	12106	rh_G&S_cingul-Ant
RX4	10.7285933932628	41.8233789436893	14.4736755383505	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX5	14.1564222365667	42.0500970421853	13.8795665236924	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX6	17.6088669743987	42.2696822729384	13.2881164711147	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX7	21.0461489856857	42.4961598412104	12.7141604220025	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX8	24.4848889563638	42.7332803007632	12.1222028182462	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX9	27.9364024945187	42.9621780629159	11.5313007173936	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX10	31.3746157153513	43.1793431006965	10.9567967178926	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX11	34.8142868955751	43.4071510297579	10.3642911637475	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX12	38.2539580869416	43.634958960437	9.77178560104556	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX13	41.705471615228	43.8638567216815	9.18088349885673	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX14	45.1436848261276	44.0810218587958	8.60637950520052	NaN	R	n/a	41	Right_Cerebral_White_Matter
RX15	48.5833560063513	44.3088297878571	8.01387395105544	NaN	R	n/a	12114	rh_G_front_inf-Triangul
RA1	12.2257926313111	8.59231724074367	-19.7088745777567	NaN	R	IrritativeZone	2000	n/a
RA2	15.6197027136883	9.5720912168831	-19.845861544724	NaN	R	IrritativeZone	2000	n/a
RA3	19.0008392285885	10.5600878904226	-19.983904014595	NaN	R	n/a	54	Right_Amygdala
RA4	22.393554726115	11.5391966859546	-20.111616226078	NaN	R	n/a	54	Right_Amygdala
RA5	25.7865335890779	12.5282831916772	-20.2480552439927	NaN	R	n/a	54	Right_Amygdala
RA6	29.1707271180434	13.4983199858915	-20.396468370768	NaN	R	n/a	41	Right_Cerebral_White_Matter
RA7	32.5625114058969	14.4867413118439	-20.5236326308729	NaN	R	n/a	41	Right_Cerebral_White_Matter
RA8	35.9576160635109	15.4671804678245	-20.6698943566394	NaN	R	n/a	41	Right_Cerebral_White_Matter
RA9	39.3494003513643	16.4556017937769	-20.7970586167443	NaN	R	n/a	12144	rh_Pole_temporal
RA10	42.7314680758102	17.4342859368251	-20.935649037004	NaN	R	n/a	12144	rh_Pole_temporal
RA11	46.1372205063774	18.4151497452185	-21.0710325530044	NaN	R	n/a	12138	rh_G_temporal_middle
RA12	49.5192882406918	19.3938338891749	-21.209622971928	NaN	R	n/a	12138	rh_G_temporal_middle
RA13	52.9110725186766	20.3822552142191	-21.3367872333691	NaN	R	n/a	12138	rh_G_temporal_middle
RC1	19.1478941911181	-1.83448285082631	-17.7646134489875	NaN	R	n/a	53	Right_Hippocampus
RC2	22.6459303016984	-2.08577423970631	-17.6542853252907	NaN	R	n/a	53	Right_Hippocampus
RC3	26.1418406287444	-2.32841828772752	-17.534134494969	NaN	R	IrritativeZone	53	Right_Hippocampus
RC4	29.6410713342988	-2.57904449494994	-17.4330811273988	NaN	R	IrritativeZone	53	Right_Hippocampus
RC5	33.1497552079637	-2.82991123232528	-17.311874795272	NaN	R	IrritativeZone	12162	rh_S_oc-temp_med&Lingual
RC6	36.646596743562	-3.08186780090459	-17.1922719147546	NaN	R	n/a	12162	rh_S_oc-temp_med&Lingual
RC7	40.1446328650042	-3.33315919880974	-17.0819437903059	NaN	R	n/a	12151	rh_S_collat_transv_ant
RC8	43.6535801142289	-3.57404822494424	-16.9694642652533	NaN	R	n/a	41	Right_Cerebral_White_Matter
RC9	47.1506850252597	-3.81602708235367	-16.8585881908207	NaN	R	n/a	41	Right_Cerebral_White_Matter
RC10	50.6475265607306	-4.06798365100393	-16.738985309314	NaN	R	n/a	41	Right_Cerebral_White_Matter
RC11	54.1562104452574	-4.31885039740443	-16.6177789764355	NaN	R	n/a	12138	rh_G_temporal_middle
RC12	57.6554411410705	-4.56947660546409	-16.5167256111909	NaN	R	n/a	12138	rh_G_temporal_middle
RC13	61.1522826765414	-4.8214331741143	-16.3971227296841	NaN	R	n/a	12138	rh_G_temporal_middle
RC14	64.6503187971178	-5.07272456201515	-16.2867946056403	NaN	R	n/a	12138	rh_G_temporal_middle
RZ1	2.51986687700457	-40.6921155843869	22.3383522494618	NaN	R	n/a	12109	rh_G_cingul-Post-dorsal
RZ2	6.41467372930508	-40.7126158716802	21.6066092719114	NaN	R	n/a	12172	rh_S_subparietal
RZ3	10.3194605007083	-40.7134012667156	20.8775656457587	NaN	R	n/a	41	Right_Cerebral_White_Matter
RZ4	14.2133361444564	-40.7245890334508	20.1463706180127	NaN	R	n/a	41	Right_Cerebral_White_Matter
RZ5	18.108406373591	-40.7351116087937	19.4059008234951	NaN	R	n/a	41	Right_Cerebral_White_Matter
RZ6	22.0022820163459	-40.7462993655955	18.6747057963336	NaN	R	n/a	41	Right_Cerebral_White_Matter
RZ7	25.8952264495551	-40.7481745919059	17.9440587195608	NaN	R	n/a	41	Right_Cerebral_White_Matter
RZ8	29.8030702350237	-40.7669198662667	17.2046444365038	NaN	R	n/a	41	Right_Cerebral_White_Matter
RZ9	33.6960146705004	-40.7687951018009	16.4739973492535	NaN	R	n/a	41	Right_Cerebral_White_Matter
RZ10	37.6017326613179	-40.7788930264196	15.7444057740482	NaN	R	n/a	12174	rh_S_temporal_sup
RZ11	41.4956083040728	-40.7900807832214	15.0132107468866	NaN	R	n/a	12174	rh_S_temporal_sup
RZ12	45.389483936959	-40.8012685409315	14.2820157183889	NaN	R	n/a	12174	rh_S_temporal_sup
RZ13	49.2954653056039	-40.8013887635332	13.5436973256319	NaN	R	n/a	12174	rh_S_temporal_sup
RZ14	53.1902721579043	-40.8218890508264	12.8119543480816	NaN	R	n/a	12174	rh_S_temporal_sup
RZ15	57.0832165911135	-40.8237642771368	12.0813072713088	NaN	R	n/a	12125	rh_G_pariet_inf-Angular
RZ16	60.9770922338684	-40.8349520339386	11.3501122441473	NaN	R	n/a	12125	rh_G_pariet_inf-Angular
RY1	1.24945919394307	-0.750937675823787	31.246277724106	NaN	R	n/a	12108	rh_G&S_cingul-Mid-Post
RY2	5.14755808640183	-0.346075655601341	30.829755280871	NaN	R	n/a	12108	rh_G&S_cingul-Mid-Post
RY3	9.05444232272644	0.0778360770376427	30.4252069478327	NaN	R	n/a	41	Right_Cerebral_White_Matter
RY4	12.9525412250538	0.482698098168282	30.0086845059339	NaN	R	n/a	41	Right_Cerebral_White_Matter
RY5	16.8485143228614	0.896207468132748	29.6019847705506	NaN	R	n/a	77	WM_hypointensities
RY6	20.7478078004256	1.30173466910459	29.1761875698527	NaN	R	n/a	41	Right_Cerebral_White_Matter
RY7	24.6556232462959	1.71633387125217	28.7710912864257	NaN	R	n/a	41	Right_Cerebral_White_Matter
RY8	28.552790929209	2.13050842196602	28.3551167935795	NaN	R	n/a	41	Right_Cerebral_White_Matter
RY9	32.4496952464309	2.53470526234727	27.9478691091436	NaN	R	n/a	41	Right_Cerebral_White_Matter
RY10	36.346862929344	2.94887981306113	27.5318946162974	NaN	R	n/a	41	Right_Cerebral_White_Matter
RY11	40.2546783752143	3.3634790152087	27.1267983328704	NaN	R	n/a	41	Right_Cerebral_White_Matter
RY12	44.1518460581273	3.77765356592256	26.7108238400241	NaN	R	n/a	41	Right_Cerebral_White_Matter
RY13	48.0605927246861	4.18294023919639	26.3051795976515	NaN	R	n/a	41	Right_Cerebral_White_Matter
